iter	RMSE
156	89.3203068
157	88.63378229
158	88.22502781
159	87.27425908
160	86.88052101
161	86.46476458
162	85.99028362
163	85.5699951
164	84.8366274
165	84.47058703
166	84.1068755
167	83.74850716
168	83.3949425
169	83.04815295
170	82.71611523
171	82.27806927
172	81.49552582
173	81.08345852
174	80.76467554
175	80.29526811
176	79.94735561
177	79.62933825
178	79.17758132
179	78.66738134
180	78.32769288
181	77.43146165
182	77.1707766
183	76.83505635
184	76.48195092
185	75.61679205
186	74.89216971
187	74.55554549
188	74.24114898
189	73.99102053
190	73.73117602
191	72.86168522
192	72.51778323
193	72.22498668
194	71.94689229
195	71.55100309
196	71.13713899
197	70.81714255
198	70.5790926
199	70.25512052
200	70.00386017
201	69.2693597
202	69.01923451
203	68.79203003
204	68.53043267
205	68.2364855
206	67.45976283
207	67.16121391
208	66.93755162
209	66.68910164
210	66.40332897
211	66.11046404
212	65.90606511
213	65.65708064
214	65.00753236
215	64.76062674
216	64.05830579
217	63.84523024
218	63.63564326
219	63.37934024
220	62.69838635
221	62.49605747
222	62.31148576
223	62.0935184
224	61.84517746
225	61.65176722
226	61.42398714
227	60.8438684
228	60.65507261
229	60.43870387
230	60.23744917
231	60.01239419
232	59.80334113
233	59.19226977
234	58.59414328
235	58.07748888
236	57.90440705
237	57.68174002
238	57.51094972
239	57.3032076
240	57.10997703
241	56.94731496
242	56.74700213
243	56.58788425
244	56.00538204
245	55.77934492
246	55.58767679
247	55.02350013
248	54.87139382
249	54.30462656
250	54.13119625
251	53.61337282
252	53.14683012
253	52.97763118
254	52.81946308
255	52.63442789
256	52.462002
257	52.28198251
258	52.10449802
259	51.97109713
260	51.79775943
261	51.62452838
262	51.45582564
263	51.28951957
264	50.83549235
265	50.67286424
266	50.51255503
267	50.36372678
268	50.2170332
269	49.72756862
270	49.25780475
271	48.81365122
272	48.69776383
273	48.54818131
274	48.40996349
275	48.26450318
276	47.86958545
277	47.72724297
278	47.58695441
279	47.448693
280	47.31243222
281	46.93241665
282	46.51846653
283	46.38576531
284	46.25499088
285	45.87823899
286	45.75042623
287	45.62447594
288	45.5003634
289	45.37806417
290	45.25755408
291	45.1388092
292	44.79004103
293	44.68146379
294	44.32854694
295	44.21471119
296	44.10255139
297	43.99204487
298	43.88316922
299	43.77590228
300	43.38513194
301	43.28012604
302	43.17667549
303	43.07475902
304	42.73860326
305	42.63890701
306	42.5406939
307	42.16941729
308	42.07384232
309	41.72129482
310	41.62777155
311	41.53564273
312	41.44488906
313	41.35549144
314	41.06642508
315	40.76114099
316	40.67435346
317	40.58886841
318	40.30153623
319	40.21797632
320	39.94968492
321	39.86805953
322	39.78766592
323	39.53450243
324	39.45593864
325	39.37856452
326	39.30236312
327	39.22731768
328	39.15341169
329	38.91454639
330	38.84234485
331	38.77124318
332	38.53703658
333	38.46758518
334	38.38632057
335	38.30634481
336	38.08165144
337	38.01551975
338	37.95040255
339	37.87410316
340	37.81078905
341	37.55528215
342	37.34541799
343	37.28397566
344	37.22345861
345	37.11036564
346	36.90909064
347	36.67298129
348	36.60351367
349	36.5353294
350	36.28512987
351	36.22891311
352	36.14673887
353	36.08194146
354	35.89980409
355	35.83702621
356	35.78871112
357	35.7369635
358	35.53953947
359	35.48898313
360	35.44318025
361	35.31280334
362	35.10638627
363	35.06241463
364	34.87991977
365	34.82331105
366	34.76739819
367	34.72531743
368	34.63187419
369	34.58707794
370	34.54679842
371	34.50334361
372	34.27805609
373	34.19002154
374	33.98681385
375	33.82796317
376	33.77826166
377	33.72911894
378	33.69321229
379	33.63154566
380	33.59583956
381	33.55711734
382	33.35543682
383	33.16940417
384	33.13595378
385	32.94204789
386	32.90933755
387	32.87618752
388	32.84382766
389	32.69301281
390	32.61498154
391	32.48462405
392	32.4350579
393	32.40558456
394	32.26786933
395	32.23827488
396	32.06595144
397	32.01271624
398	31.90640651
399	31.73583018
400	31.70549535
401	31.59451647
402	31.54939738
403	31.52074441
404	31.39639846
405	31.22363493
406	31.15868211
407	31.13359142
408	31.02613014
409	31.00046934
410	30.97383743
411	30.8094283
412	30.78434628
413	30.65621247
414	30.49937209
415	30.47661006
416	30.40880174
417	30.30951602
418	30.24213974
419	30.17590541
420	30.02811227
421	29.96242343
422	29.93818449
423	29.91710945
424	29.78010957
425	29.75935337
426	29.67816572
427	29.55558671
428	29.49459839
429	29.46354394
430	29.44242297
431	29.42747435
432	29.40540073
433	29.38583172
434	29.30358724
435	29.22412093
436	29.20347174
437	29.11235041
438	29.09444903
439	28.99756111
440	28.93247955
441	28.8801533
442	28.85065797
443	28.83149265
444	28.76859119
445	28.75172159
446	28.73956153
447	28.66629317
448	28.61168826
449	28.52370346
450	28.40209742
451	28.26412681
452	28.24766147
453	28.23654075
454	28.18065529
455	28.16472725
456	28.10252485
457	28.04046054
458	27.97808748
459	27.95605819
460	27.89999484
461	27.83976608
462	27.7810527
463	27.72274322
464	27.61513246
465	27.60564237
466	27.49971294
467	27.48987247
468	27.38019113
469	27.32847805
470	27.31955544
471	27.27103626
472	27.18366643
473	27.11401247
474	26.99527285
475	26.95559817
476	26.93567133
477	26.89977099
478	26.88699007
479	26.83689816
480	26.74991093
481	26.73626537
482	26.68744411
483	26.61468343
484	26.5480122
485	26.48266263
486	26.42583842
487	26.41375464
488	26.32575743
489	26.31885494
490	26.27390448
491	26.22971739
492	26.14469476
493	26.00812723
494	25.94863444
495	25.93651463
496	25.8935521
497	25.81845798
498	25.75765188
499	25.69634546
500	25.65930943
501	25.59830796
502	25.58793115
503	25.52821115
504	25.48326239
505	25.44989739
506	25.39386973
507	25.38351651
508	25.32665288
509	25.27231267
510	25.21431047
511	25.09468599
512	25.01153043
513	24.94927504
514	24.8898596
515	24.85117977
516	24.76400332
517	24.68669661
518	24.63257667
519	24.59659813
520	24.56125864
521	24.49879144
522	24.46624338
523	24.42830814
524	24.34175714
525	24.30543218
526	24.26115638
527	24.20475319
528	24.16946153
529	24.12446862
530	24.09306402
531	24.06204295
532	23.98305239
533	23.94384198
534	23.94006845
535	23.886276
536	23.84453564
537	23.80729034
538	23.73729226
539	23.68127003
540	23.62836946
541	23.55337966
542	23.48038409
543	23.39652847
544	23.38161569
545	23.35335242
546	23.32074091
547	23.25091715
548	23.24726435
549	23.19510155
550	23.13805197
551	23.07280073
552	23.01203256
553	22.96955191
554	22.91073761
555	22.90742982
556	22.87177247
557	22.82363293
558	22.78743228
559	22.75054145
560	22.65277369
561	22.61788635
562	22.57008361
563	22.5113102
564	22.47822262
565	22.41207039
566	22.36622668
567	22.31659716
568	22.27427167
569	22.23653186
570	22.11562373
571	22.05299128
572	21.9355239
573	21.89420446
574	21.84120262
575	21.78328715
576	21.75248269
577	21.71308623
578	21.6546482
579	21.54653055
580	21.49013053
581	21.4623151
582	21.429794
583	21.39374307
584	21.35775781
585	21.33043615
586	21.30101353
587	21.23181713
588	21.17780358
589	21.14299901
590	21.11380199
591	21.06202103
592	21.03314519
593	21.01701017
594	20.96916301
595	20.89644101
596	20.79629551
597	20.72220134
598	20.697992
599	20.65444624
600	20.58288661
601	20.55084841
602	20.50498597
603	20.46688486
604	20.39783954
605	20.35017814
606	20.27028703
607	20.23630335
608	20.17288216
609	20.09250068
610	20.07072161
611	20.04418453
612	19.95027471
613	19.91151309
614	19.88471527
615	19.84890794
616	19.82635893
617	19.81306774
618	19.71937308
619	19.64089658
620	19.61826071
621	19.57569926
622	19.5506725
623	19.51459005
624	19.44525235
625	19.40918302
626	19.37152559
627	19.32954042
628	19.30734946
629	19.28108729
630	19.25350971
631	19.21579723
632	19.13226208
633	19.10821112
634	19.04154117
635	18.99728058
636	18.96019422
637	18.92701716
638	18.89455517
639	18.83414146
640	18.81232537
641	18.79723576
642	18.75922298
643	18.74165127
644	18.70068082
645	18.68360279
646	18.64802085
647	18.5984301
648	18.56803669
649	18.54242019
650	18.4548671
651	18.42688569
652	18.37092587
653	18.35099872
654	18.34621593
655	18.31455244
656	18.2847243
657	18.25209542
658	18.19315699
659	18.17259681
660	18.0875832
661	18.07962943
662	18.04978147
663	17.98108593
664	17.95035425
665	17.92055963
666	17.88683516
667	17.83565178
668	17.818716
669	17.78062858
670	17.76966323
671	17.73263105
672	17.7110001
673	17.70103501
674	17.68143296
675	17.65378784
676	17.60911165
677	17.59211477
678	17.52515488
679	17.49951142
680	17.47306008
681	17.44225595
682	17.41383184
683	17.39796106
684	17.35561644
685	17.2905157
686	17.2775546
687	17.24229642
688	17.22680525
689	17.20215488
690	17.1868851
691	17.1524541
692	17.11446753
693	17.10227997
694	17.05196252
695	17.02519056
696	16.9814106
697	16.92336263
698	16.89886008
699	16.88339861
700	16.86199478
701	16.84522181
702	16.78808401
703	16.77643668
704	16.71884093
705	16.66201881
706	16.65672634
707	16.59210407
708	16.5427645
709	16.51557676
710	16.49756515
711	16.43581009
712	16.42122623
713	16.41739728
714	16.40013582
715	16.36998598
716	16.33734625
717	16.31981064
718	16.29853407
719	16.24380085
720	16.17579852
721	16.15281311
722	16.12538239
723	16.05602528
724	16.00069832
725	15.97844865
726	15.9583236
727	15.92359676
728	15.88346897
729	15.83981544
730	15.83498645
731	15.81965124
732	15.76675475
733	15.71865879
734	15.69891904
735	15.67972772
736	15.66464036
737	15.63263011
738	15.61797826
739	15.56982351
740	15.54605375
741	15.52801628
742	15.50294525
743	15.48495692
744	15.45493143
745	15.45206556
746	15.39961628
747	15.37847773
748	15.34418063
749	15.32237652
750	15.27119769
751	15.25496922
752	15.23289112
753	15.22445774
754	15.1970072
755	15.18204173
756	15.13814112
757	15.12526236
758	15.07975669
759	15.06137421
760	15.03802097
761	15.01928732
762	14.9804455
763	14.94905189
764	14.94382712
765	14.93757557
766	14.92534506
767	14.91696457
768	14.90415387
769	14.8859802
770	14.84975867
771	14.8424763
772	14.8305281
773	14.79885086
774	14.74894058
775	14.72756023
776	14.71300718
777	14.67700173
778	14.66592435
779	14.6340642
780	14.6001632
781	14.57768589
782	14.56987519
783	14.52708619
784	14.51913732
785	14.50250528
786	14.49617107
787	14.48224456
788	14.47504217
789	14.47077662
790	14.43950248
791	14.43050941
792	14.40023785
793	14.38153773
794	14.3700358
795	14.33973727
796	14.3193995
797	14.31492549
798	14.30296543
799	14.28735408
800	14.25621394
801	14.248161
802	14.22842434
803	14.22058755
804	14.19946305
805	14.17775458
806	14.15991725
807	14.12278134
808	14.10628751
809	14.09341206
810	14.08617526
811	14.06750767
812	14.0502316
813	14.04146512
814	14.02900618
815	14.00799118
816	13.99316074
817	13.98791683
818	13.97337075
819	13.93638289
820	13.92972664
821	13.92326684
822	13.90350098
823	13.88432603
824	13.8667931
825	13.85272676
826	13.83297618
827	13.7984451
828	13.79363545
829	13.76098688
830	13.73739042
831	13.7192591
832	13.70682748
833	13.69696414
834	13.69059011
835	13.67392301
836	13.66795893
837	13.63733521
838	13.62214226
839	13.61540539
840	13.58253517
841	13.56807431
842	13.5628054
843	13.5408154
844	13.52505774
845	13.51290594
846	13.50662072
847	13.47946815
848	13.46881431
849	13.4544031
850	13.43356962
851	13.42716802
852	13.40664906
853	13.39264136
854	13.37795561
855	13.35195253
856	13.32667942
857	13.30933971
858	13.29357708
859	13.24582891
860	13.21299535
861	13.20485701
862	13.19689641
863	13.19107829
864	13.17532407
865	13.15824016
866	13.13127111
867	13.12842571
868	13.11126156
869	13.09951487
870	13.0957684
871	13.08047713
872	13.07744242
873	13.07292647
874	13.06671042
875	13.05043606
876	13.04464968
877	13.03676796
878	13.03412232
879	13.0242229
880	13.00804606
881	13.0048307
882	13.00083703
883	12.9937882
884	12.97858257
885	12.97568087
886	12.96131349
887	12.94603576
888	12.93485413
889	12.91921409
890	12.91793972
891	12.91624815
892	12.91169481
893	12.89676985
894	12.87051453
895	12.86152248
896	12.85609991
897	12.84752364
898	12.83869663
899	12.80674206
900	12.79255629
901	12.75371822
902	12.74320367
903	12.73849477
904	12.72272477
905	12.70833095
906	12.68831023
907	12.67451957
908	12.66208197
909	12.65011546
910	12.644137
911	12.63994351
912	12.62987388
913	12.61579528
914	12.60680325
915	12.59551628
916	12.58062135
917	12.56042071
918	12.54641808
919	12.53576731
920	12.51684798
921	12.48907355
922	12.47181435
923	12.45837477
924	12.44437703
925	12.41750398
926	12.40623887
927	12.39478623
928	12.3813434
929	12.36212619
930	12.35695616
931	12.33060164
932	12.31684849
933	12.30389164
934	12.29099101
935	12.28038381
936	12.26547061
937	12.25700896
938	12.24869956
939	12.23108022
940	12.21675019
941	12.21580576
942	12.21219754
943	12.20796379
944	12.17786908
945	12.16418727
946	12.1582328
947	12.1457676
948	12.1376562
949	12.1045506
950	12.09160415
951	12.08372729
952	12.07136739
953	12.059119
954	12.05117903
955	12.04871918
956	12.03915139
957	12.03021076
958	12.02531925
959	12.02167434
960	12.01361126
961	12.01044675
962	12.00316855
963	11.99146176
964	11.97608442
965	11.95556324
966	11.94772567
967	11.94403987
968	11.92160364
969	11.91722861
970	11.90700071
971	11.89192831
972	11.88109433
973	11.87004744
974	11.85537398
975	11.83702012
976	11.82274161
977	11.82047132
978	11.79533534
979	11.78876363
980	11.77103943
981	11.76742805
982	11.7426668
983	11.73319135
984	11.7183518
985	11.71142819
986	11.69918007
987	11.69334664
988	11.68533688
989	11.67462718
990	11.65745756
991	11.64535721
992	11.62821485
993	11.60898505
994	11.60332165
995	11.59640632
996	11.57404538
997	11.55196717
998	11.54480681
999	11.5284214
